No,Text,URL,Label
1,"<div style=""white-space: pre-wrap;"">Perkara Nasi Padang. https://t.co/Nn8CCCoKy0</div>",https://x.com/handokotjung/status/1086129991023177728,Negatif
34,"<div style=""white-space: pre-wrap;"">nasi padang ujan2 begini enak nih apalagi bundo sati</div>",https://x.com/ikuhbaru/status/1089422021044236288,Positif
35,"<div style=""white-space: pre-wrap;"">Jikalau saat ini aku lapar dan ingin nasi padang pagi sore aku harus apa ya</div>",https://x.com/hrln1013/status/1090599583611158530,Negatif
36,"<div style=""white-space: pre-wrap;"">udah makan sebungkus nasi lalapan ayam dan masih menginginkan sebungkus nasi padang...</div>",https://x.com/diensftr/status/1090586877747326976,Negatif
37,"<div style=""white-space: pre-wrap;"">Bawa bekal chicken katsu dan kemudian tergoda beli nasi padang</div>",https://x.com/christinaeka/status/1090112584680800256,Negatif
38,"<div style=""white-space: pre-wrap;"">Nasi Padang deket kantor ngapa brubah jd ga enak lagi ya padahal terakhir nyobain udah rada mendingan rasanya</div>",https://x.com/_ArryOn_/status/1090205375096221696,Negatif
39,"<div style=""white-space: pre-wrap;"">buat yang belum tahu aja nih nasi padang itu bukan berasal dari padang pasir. jadi tenang aja.</div>",https://x.com/finrul/status/1090644191237959681,Negatif
40,"<div style=""white-space: pre-wrap;"">Makan nasi padang dan sate padang di padang Makan bubur Manado di Manado Makan pempek di Palembang Makan es pisang ijo di makassar Makan kerak telor dan minum bir pletok di Jakarta ï¸ Makan sate madura di madura ï¸ Semoga 5 tahun ke depan bisa tercapai deh bg</div>",https://x.com/rsulistiohadi/status/1090537003781738496,Negatif
41,"<div style=""white-space: pre-wrap;"">Sehabis makan nasi padang lalu makan bubur kacang ijo ketan madura. Kesurupan apa uweeeeeee -_-</div>",https://x.com/mbaupeh/status/1089854280943587328,Negatif
42,"<div style=""white-space: pre-wrap;"">Susah jadi vampire kalau lapar siang2 gabisa beli nasi padang.</div>",https://x.com/rynldstvns/status/1090116019006263296,Negatif
43,"<div style=""white-space: pre-wrap;"">yang gasuka nasi padang gausa ditemenin</div>",https://x.com/udahmakanbelom/status/1090594673825968129,Negatif
44,"<div style=""white-space: pre-wrap;"">Tahun Politik? semua tergelitik? hingga penjual nasi padang yg di 4 tahn blakanvan 4 warung nya tutup tersisa bertahan satu cinta bertahan satu c.i.n.t.a ??? Semoga lewat 1 yg bertahan itu Allah berikan kecukupan keberkahan Ridho nya untuk bapak bersama keluarga amiin.</div>",https://x.com/UzaKuya/status/1090128989056712705,Negatif
45,"<div style=""white-space: pre-wrap;"">List makan di dieng: Siang=nasi padang Malam=nasi goreng Pagi=masakan jawa Siang=nasi padang Malam=nasi goreng Fix berat badan nambah ini wkwk </div>",https://x.com/Izl1030/status/1090632776842305538,Negatif
46,"<div style=""white-space: pre-wrap;"">Harga tiket john meyer kalau dibuat beli nasi padang bisa untuk sebulan</div>",https://x.com/halimsantoeso/status/1089887021173075968,Positif
47,"<div style=""white-space: pre-wrap;"">emang paling bener kalau mau kalap makan ke warung nasi padang gw lahap bener makannya mpe nambah... sambelnya!</div>",https://x.com/jangandilepas/status/1090498385327546368,Negatif
48,"<div style=""white-space: pre-wrap;"">Knapa gua begitu jatuh cinta dengan nasi padang</div>",https://x.com/vijayprakoso/status/1090230899315159040,Negatif
49,"<div style=""white-space: pre-wrap;"">Giniari makan nasi padang pake ikan bakar rendang dan dendeng. Hmmm gua rasa kerasukan nasi padang ini</div>",https://x.com/jihad_hans/status/1089741663973433345,Negatif
50,"<div style=""white-space: pre-wrap;"">cita-cita pengen punya restoran nasi padang sendiri agar supaya jika ku mau nambah paru sama daging cincang bisa bebas ambil sepuasnya tanpa mikir isi dompet.. </div>",https://x.com/jangandilepas/status/1090497047763988481,Negatif
51,"<div style=""white-space: pre-wrap;"">Pickone: Nasi goreng Nasi padang Nasi Kuning ....?</div>",https://x.com/tweetmenfess/status/1090321486634639360,Negatif
52,"<div style=""white-space: pre-wrap;"">Sepertinya sekarang waktu yang tepat untuk pergi ke warung nasi padang.</div>",https://x.com/sa666ath/status/1090153374090067968,Negatif
53,"<div style=""white-space: pre-wrap;"">Makan nasi padang setelah abis kok belum kenyang ternyata ambil nasinya kurang banyak tapi mau ngambil nasi lagi udah nggak enak. Penyesalan ternyata sesederhana itu</div>",https://x.com/sauskejucrispy/status/1090160047689068544,Negatif
54,"<div style=""white-space: pre-wrap;"">Kalau park jaehyung beda lagi. Dia nih kayak mie. Dia akan selalu jadi opsi makanan yang gue beli ketika gue pusing. Laper. Bahagia. Stres. Apa aja. Betapa pun menggodanya Ayam kremes dan kol goreng atau nasi padang disiram gulai plus sambel ijo mie akan selalu menang. Selalu.</div>",https://x.com/chichi_yunie/status/1090446561190993921,Negatif
55,"<div style=""white-space: pre-wrap;"">Nasi padang ricis mie mapan trgbulan kadarisman. Percayalah hari ini Allah memberikan kekuatan perut saya utk menerima sgala makanan diatas...</div>",https://x.com/vellienda/status/1090276205582905345,Negatif
56,"<div style=""white-space: pre-wrap;"">Tbtb keinget nasi padang yg dibeliin bapak td pagi yg ga sempet w makan laperrr :((</div>",https://x.com/bykuaci/status/1090690357451415552,Negatif
57,"<div style=""white-space: pre-wrap;"">Curahan hati seorang jomblo akut. Direply oleh admin saja girangnya kaya makan nasi padang nambah 4x.</div>",https://x.com/LeoBudiSuryanto/status/1089798658319511552,Negatif
58,"<div style=""white-space: pre-wrap;"">Nonton vlog org makan nasi padang jadi pengen nasi padang Nonton vlog org makan pecel ayam jadi pengen pecel ayam Cuma makanan yg bisa bikin gue plinplan galau tak menentu :)</div>",https://x.com/chococoney/status/1090509305810366464,Negatif
59,"<div style=""white-space: pre-wrap;"">Tiap hari makan nasi padang tetep aja tuh gak bisa bahasa padang.</div>",https://x.com/jihad_hans/status/1090132789976940544,Negatif
60,"<div style=""white-space: pre-wrap;"">makan sate atau nasi padang</div>",https://x.com/clohoochan/status/1090077150584041472,Negatif
61,"<div style=""white-space: pre-wrap;"">Ya Allah nikmatnya makan nasi padang pake rendang seketika bisa langsung bikin happy :') gampangan ternyata akutu :'</div>",https://x.com/teryansela/status/1090482709082718208,Negatif
62,"<div style=""white-space: pre-wrap;"">Pingin nasi padang</div>",https://x.com/Imaprima1/status/1090491536507252738,Negatif
63,"<div style=""white-space: pre-wrap;"">Kalo udah laper ayam geprek campur nasi padang juga abis aja</div>",https://x.com/saranghaeyyyy/status/1090217043478032384,Negatif
64,"<div style=""white-space: pre-wrap;"">bsk malem bela belain ke warwick demi....... nasi padang bukan demi jodoh </div>",https://x.com/shabi_naaa/status/1090696155388960768,Negatif
65,"<div style=""white-space: pre-wrap;"">Ga jelas arah mainnya ini </div>",https://x.com/ilbarbanero/status/1089598887176810496,Negatif
66,"<div style=""white-space: pre-wrap;"">semobil 8 orang yg 2 pngen makan nasi padang 3 lagi males makan yg 3 pngen makan sate madura.. yaudah akhirnya makan sate madura dong eh kemudian yg pngen makan nasi padang mencakmencak ke yg males makan garagara akhirnya harus makan sate madura.. aneh deh</div>",https://x.com/michelanugerah/status/1090492833897664512,Negatif
67,"<div style=""white-space: pre-wrap;"">2 hari berturut-turut makan nasi padang perut masih terpantau aman</div>",https://x.com/youriscat/status/1090572827017633792,Negatif
68,"<div style=""white-space: pre-wrap;"">Bubur diaduk [VS] ndak diaduk Makan nasi padang pake tangan [VS] pake sendok+garpu Martabak manis [VS] martabak telor (i want to release some chaotic ideas to break these)</div>",https://x.com/v4jr4/status/1090548320164958209,Positif
69,"<div style=""white-space: pre-wrap;"">I'm at Nasi Padang Kampung Baru in Kuala Lumpur WP Kuala Lumpur https://t.co/gNpDerkOpn</div>",https://x.com/mysarabella/status/1090097171322597378,Negatif
70,"<div style=""white-space: pre-wrap;"">Enak banget abis makan nasi padang seharga 1x nonton theater.</div>",https://x.com/duwiDS_/status/1089911463228014592,Negatif
71,"<div style=""white-space: pre-wrap;"">Bangun tidur Cuci muka Turun tangga Jalan kaki Beli nasi padang Ga bawa duit Bangkeeeee :(((</div>",https://x.com/mansurwhd/status/1089769284249636864,Negatif
72,"<div style=""white-space: pre-wrap;"">banyak banget ya yg makan udon ke marugame di instagram:( jd ngiler ya:( ... nasi padang aja ga sanggup brgkat:(</div>",https://x.com/el_coooco/status/1090609358805774337,Negatif
73,"<div style=""white-space: pre-wrap;"">Kalo punya uang sisa 10ribu tapi kamu lapar kira kira bakal beli makanan apa yang kenyangin? Didekat kantor ada nasi padang harganya 10 ribu wkwkwk eh tp ntar haus Yaudahlah beli pop mie terus sisanya beli air mineral wkwkwk https://t.co/QiFXkFvr5o</div>",https://x.com/dyahmeika/status/1089753128147267584,Negatif
74,"<div style=""white-space: pre-wrap;"">Sumpret ya lg makan nasi padang malah galau soalnya ada yg ngamen pake biola sakitnya ampe ke ulu ati</div>",https://x.com/ayinurul/status/1090488583402606592,Negatif
75,"<div style=""white-space: pre-wrap;"">Ya Allah pengen mi rebus mi goreng pizza burger spageti nasi padang nasi goreng nasi godog kwetiau goreng capcay mi ayam bakso nasi kare</div>",https://x.com/M416SCARL/status/1090505615804325889,Negatif
76,"<div style=""white-space: pre-wrap;"">audit gagal potong bonus..audit berhasil dpt sebungkus nasi padang..</div>",https://x.com/yuistiyanto/status/1090462522660990976,Positif
77,"<div style=""white-space: pre-wrap;"">Ku pingin nasi padang donggggg ini napsu makan kenapa gini banget seh</div>",https://x.com/dheatika_karina/status/1089865527210594304,Negatif
78,"<div style=""white-space: pre-wrap;"">mending ak makan lalapan apa nasi padang? Aeh tapi aku pengen beli roti sama americano pengen beli note di mr. Diy juga &gt;:O</div>",https://x.com/stairrynights/status/1090448997439877120,Negatif
79,"<div style=""white-space: pre-wrap;"">See ya Japan wait for me nasi padang!</div>",https://x.com/debychristi/status/1090329329358127104,Negatif
80,"<div style=""white-space: pre-wrap;"">Pengen nasi padang! Nasi padang! Nasi padang! Nasi padang!!!!!!!!</div>",https://x.com/mytrianti/status/1090417199162875906,Negatif
81,"<div style=""white-space: pre-wrap;"">Terlintas ingin nasi padang tapi males keluar rumah</div>",https://x.com/aniisautami/status/1089857364272926720,Negatif
82,"<div style=""white-space: pre-wrap;"">Kapannn indra perasa ini kembali ke kodratnya alias saya pengen banget makan nasi padang </div>",https://x.com/digdayanii/status/1090229500787322880,Negatif
83,"<div style=""white-space: pre-wrap;"">Kucing lu entar suka nasi padang @songyhx</div>",https://x.com/jernnis/status/1090264296527781893,Positif
84,"<div style=""white-space: pre-wrap;"">Belom pernah w slepet pake karet nasi padang yak u</div>",https://x.com/yooursu/status/1090660372640452608,Negatif
85,"<div style=""white-space: pre-wrap;"">Apa yang lebih membuat heran dari melihat orang makan nasi padang menggunakan sendok dan garpu? Ya. Melihat orang makan ayam gepuk/ayam geprek dengan sendok dan garpu.</div>",https://x.com/_bobobaebae/status/1090591122341023747,Negatif
86,"<div style=""white-space: pre-wrap;"">Terbangun dari tidur dan terlintas untuk makan Nasi Padang</div>",https://x.com/censoredic/status/1090501181451907072,Negatif
87,"<div style=""white-space: pre-wrap;"">kucing ku demen nasi padang yang lauknya dendeng batokok pakai sayur singkong di kasih kuah gulai tambah kerupuk kulit sambil makan satu kakinya naik kursi</div>",https://x.com/snamsnug/status/1090627536399126529,Negatif
88,"<div style=""white-space: pre-wrap;"">nasi padang seenak apa sih??!!</div>",https://x.com/imyourbabies/status/1089863015686582273,Negatif
89,"<div style=""white-space: pre-wrap;"">Tomasso Rocchi Sang Striker Mahadahsyat Idola @BangPamor</div>",https://x.com/ilbarbanero/status/1090639329293037568,Negatif
90,"<div style=""white-space: pre-wrap;"">Kemaren heran karena lagi pengen semua makanan (nasi padang chatime ayam cabjo gorengan jus lays french fries dll) terus sekarang baru inget bentar lagi aku datang bulan. Ya pantes lah.</div>",https://x.com/thelittlerin712/status/1090075117416116224,Negatif
91,"<div style=""white-space: pre-wrap;"">kenapa si w suka lupa kalo ga pegang cash kan susah mau beli nasi padangï¸</div>",https://x.com/muuthiii/status/1090128132240072704,Negatif
92,"<div style=""white-space: pre-wrap;"">Iya emang aku malah beli di warung2 nasi padang ada. Lsg beli 10 bungkus hahaha</div>",https://x.com/Tehhmaniz/status/1090086565978619905,Negatif
93,"<div style=""white-space: pre-wrap;"">Ujan ujan gini... pengen nasi padang</div>",https://x.com/adeliaapramita/status/1090553079185850368,Negatif
94,"<div style=""white-space: pre-wrap;""> Can treat well Akumah apa cuma bisa ngasih kamu nasi padang pas kita dinner. Maafin</div>",https://x.com/aftereffct/status/1090269009553981442,Negatif
95,"<div style=""white-space: pre-wrap;"">I liked a @YouTube video https://t.co/YpQ9O3RWXN NASI PADANG REKOMENDASI TANBOYKUN DI KOTA PADANG</div>",https://x.com/andriaputra/status/1090506055791116288,Negatif
96,"<div style=""white-space: pre-wrap;"">sumpah ini malam utk kayak nasi padang caampur jadi satu dan rasanyaa gurih enakk cuyy thank you #Taehyung #JUNGKOOK #JIMIN @BTS_twt</div>",https://x.com/HaroraMuzhova/status/1090640137023676417,Negatif
97,"<div style=""white-space: pre-wrap;"">Hoee kangen nasi padang:( semenjak tdk dibogor tdk pernah makan nasi padang lagi</div>",https://x.com/Nesiaacan/status/1090225399726927872,Negatif
98,"<div style=""white-space: pre-wrap;"">kalau beli dari Indonesia ke Indonesia ku gak bisa nyisihin duit buat makan nasi padang ababil untuk seminggu . @kemenhub151 @wawreceh</div>",https://x.com/Aychoty/status/1090441155274190849,Negatif
99,"<div style=""white-space: pre-wrap;"">Tinggang ku nasi padang meh wareg...</div>",https://x.com/ebithEBITH/status/1090259610915659776,Positif
100,"<div style=""white-space: pre-wrap;"">eh tiba2 pengen makan nasi padang</div>",https://x.com/adynadwiyulia/status/1090643088140165120,Negatif
101,"<div style=""white-space: pre-wrap;"">Ada nasi padang juga dimari. Maksi kikil sabi laa</div>",https://x.com/hagakaban/status/1090459929884844032,Negatif
102,"<div style=""white-space: pre-wrap;"">Mari kita rayakan kesenangan hari ini dengan makan nasi padang. Horeeeee</div>",https://x.com/debulf/status/1090514095453855744,Negatif
103,"<div style=""white-space: pre-wrap;"">Saya suka video @YouTube https://t.co/dchB0P0PGT MUKBANG NASI PADANG FAVORITE!</div>",https://x.com/fatimmahazizah_/status/1090198404561600513,Negatif
104,"<div style=""white-space: pre-wrap;"">Makan nasi padang dingin-dingin itu lezatooo https://t.co/MclD7wYgq7</div>",https://x.com/bolz_uk/status/1090217862055116801,Negatif
105,"<div style=""white-space: pre-wrap;"">shopping sakan la? Doc Marten? Makan tak kena tekak nasi Padang ke? Haha.</div>",https://x.com/putrileenaz/status/1090394351102881793,Negatif
106,"<div style=""white-space: pre-wrap;"">menjemput nasi padang kesayangan hahhh mwantaaaaab</div>",https://x.com/ayuditaprawesti/status/1090092306814758913,Negatif
107,"<div style=""white-space: pre-wrap;"">Tadi sebelum magrib nonton yutup annisa azizong mukbang nasi padang....abis magrib lgsg beli nasi padang.</div>",https://x.com/evaame/status/1090590241822466048,Negatif
108,"<div style=""white-space: pre-wrap;"">*Y bawa sepiring nasi padang* X: Buset lu makan atau ngamuk **tamat** #overheardjkt @overheardjkt</div>",https://x.com/Idhm_/status/1090593167752089600,Negatif
109,"<div style=""white-space: pre-wrap;"">I liked a @YouTube video https://t.co/DuWVoJTkOb MISKIN BOLEH.. BEGO JANGAN (JUAL MINI COOPER HARGA NASI PADANG)</div>",https://x.com/BandarmologyXL/status/1090161407826583558,Negatif
110,"<div style=""white-space: pre-wrap;"">Nunu di gabung sama Dodo udah.. Kek nasi padang..</div>",https://x.com/MASTERCHANGKYUN/status/1090314238084534272,Positif
111,"<div style=""white-space: pre-wrap;"">Kebiasaan makan nasi padang bungkus giliran makan nasi padang ots berasa kurang</div>",https://x.com/krsssty/status/1090223659195654145,Negatif
112,"<div style=""white-space: pre-wrap;"">Menu sarapan pagi ini: Nasi padang</div>",https://x.com/choihanie/status/1090084803255255040,Negatif
113,"<div style=""white-space: pre-wrap;"">@FOODFESS nasi padang pake sendok dimana niqmatnya????????</div>",https://x.com/kaybluesea/status/1089374203382444032,Negatif
114,"<div style=""white-space: pre-wrap;"">punten @PRFMnews bade tumaros rada teu nyambung wae ieu teh.. pami di daerah leuwi panjang tukang nasi padang pang raos na namina rumah makan naon ? hatur nuhun... sing diseueurkeun rezekina kanggo nu ngawaleur.. Aamiin</div>",https://x.com/DikiCintaDamai/status/1090551935206191104,Negatif
115,"<div style=""white-space: pre-wrap;"">Udah lama gak makan nasi padang Sekali makan nasi padang kolesterolku kembali lagi...kepala sakit leher ama bahu pada tegang semua arrghhh. #Menua</div>",https://x.com/serahguadah/status/1089820311128690688,Negatif
116,"<div style=""white-space: pre-wrap;"">#NowKlik &gt;&gt; @DuoAnggrek - Goyang Nasi Padang CC: @NAGASWARA_ID MD: @nandre95fm with @Respi_s #AKASEP</div>",https://x.com/elmitra95fm/status/1090392644088287232,Negatif
117,"<div style=""white-space: pre-wrap;"">#GALDAS #Muterin : @ItsRR - Haruskah Berakhir @duobiduan - Cinta Putih @Pelangi_Records @myanggrekFC - Goyang Nasi Padang #GALDAS #GilanyaDangdutdFas w/ Wulan #MD @yanewid_ #AyoDengerinRadio #RadiodFas #RadioIndramayu</div>",https://x.com/dFas_Indramayu/status/1090460521499742213,Negatif
